ko_id	seed_ids	definition	kegg_ids
K08265	rxn10557	heterodisulfide reductase subunit E [EC:1.8.98.1]	R04540
K08264	rxn10557	heterodisulfide reductase subunit D [EC:1.8.98.1]	R04540
K09589	rxn07282;rxn07277	steroid 3-oxidase [EC:1.14.-.-]	R07444;R07449
K09587	rxn07274;rxn07286;rxn07278;rxn07287;rxn07285	steroid 22-alpha-hydroxylase [EC:1.14.13.-]	R07454;R07453;R07430;R07452;R07445
K09588	rxn07279	cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	R07446
K08251	rxn39790	alpha 1,4-N-acetylglucosaminyltransferase [EC:2.4.1.-]	R07131
K21208	rxn12086	noroxomaritidine synthase [EC:1.14.19.50 1.14.19.-]	R08440;R11482;R11483
K22539	rxn14062	pectate lyase [EC:4.2.2.2]	R02361
K08247	rxn03265	methionine S-methyltransferase [EC:2.1.1.12]	R04772
K08248	rxn05998;rxn06250;rxn01296	(R)-mandelonitrile lyase [EC:4.1.2.10]	R01409;R01767;R02811
K08246	rxn02677	cycloeucalenol cycloisomerase [EC:5.5.1.9]	R03775
K08249	rxn05998;rxn06250;rxn01935	hydroxymandelonitrile lyase [EC:4.1.2.11]	R01409;R02676;R02811
K10524	rxn02401;rxn01671	nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]	R02324;R03347
K10525	rxn02442	allene oxide cyclase [EC:5.3.99.6]	R03402
K10526	rxn07677	OPC-8:0 CoA ligase 1 [EC:6.2.1.-]	R07887
K10527	rxn07688;rxn03249;rxn03246;rxn02167;rxn03242;rxn03244;rxn06777;rxn03247;rxn01451;rxn02911;rxn03245;rxn03241;rxn07687;rxn03250;rxn07684;rxn07683;rxn07679;rxn03240;rxn07680;rxn03239	enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	R04745;R04746;R04743;R04744;R07889;R01975;R04738;R04749;R04739;R04737;R04748;R07894;R07893;R04741;R07898;R03026;R07897;R04740;R07890;R04170
K10528	rxn07658;rxn07660	hydroperoxide lyase [EC:4.1.2.-]	R07870;R07868
K22503	rxn06936	aspartyl-tRNA synthetase [EC:6.1.1.12]	R05577
K22502	rxn03646;rxn11574	lycopene beta-cyclase [EC:5.5.1.19]	R05341;R03824
K10534	rxn00571;rxn00572	nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]	R00794;R00796
K10535	rxn40053	hydroxylamine dehydrogenase [EC:1.7.2.6]	R10164
K10536	rxn01029	agmatine deiminase [EC:3.5.3.12]	R01416
K11868	rxn02864	indoleacetaldoxime dehydratase [EC:4.99.1.6]	R04093
K10532	rxn31535	heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	R07815
K10533	rxn16224;rxn04034	limonene-1,2-epoxide hydrolase [EC:3.3.2.8]	R05784;R09387
K09516	rxn07195	all-trans-retinol 13,14-reductase [EC:1.3.99.23]	R07163
K22515	rxn00371	formate dehydrogenase beta subunit [EC:1.17.1.9]	R00519
K23810	rxn16762;rxn16760;rxn16761	(E)-8-carboxylinalool synthase [EC:1.14.14.-]	R09922;R09923;R09924
K20082	rxn04010	O-methyltransferase StaMB [EC:2.1.1.139]	R05757
K21371	rxn16603;rxn16601;rxn16602	crocetin glucosyltransferase [EC:2.4.1.271]	R09757;R09758;R09759
K19064	rxn39334;rxn01664;rxn00309	lysine 6-dehydrogenase [EC:1.4.1.18]	R00446;R02317
K19065	rxn01189	3-hydroxybenzoate 4-monooxygenase [EC:1.14.13.23]	R01628
K19066	rxn39933;rxn16112	cyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.3.8.10]	R09252
K19067	rxn40353	cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11]	R10601
K21372	rxn39882;rxn39883;rxn07797;rxn07796	chalcone 4'-O-glucosyltransferase [EC:2.4.1.286]	R08007;R08006
K19073	rxn04705;rxn04159	divinyl chlorophyllide a 8-vinyl-reductase [EC:1.3.1.75]	R06896;R06272
K21383	rxn07716;rxn07666;rxn07111;rxn07718;rxn07719;rxn07112;rxn07663;rxn07717	anthocyanidin 3-O-glucoside 6''-O-acyltransferase [EC:2.3.1.215]	R07873;R06545;R07876;R06544;R07929;R07928;R07927;R07926
K20021	rxn00566	L-cysteine desulfidase [EC:4.4.1.28]	R00782
K21351	rxn39614	sucrose:sucrose fructosyltransferase [EC:2.4.1.99]	R06135
K20023	rxn03887	L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]	R05608
K21359	rxn12193;rxn14248;rxn14156;rxn14059;rxn02811;rxn14278;rxn13995;rxn13975;rxn02789	3-isopropylmalate/methylthioalkylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.170]	R04001;R08634;R08645;R08624;R08641;R08620;R08628;R03968;R10170
K21360	rxn13977;rxn13983;rxn11245;rxn14172;rxn14182;rxn14122;rxn14244;rxn03062	3-isopropylmalate/methylthioalkylmalate dehydrogenase [EC:1.1.1.85 1.1.1.-]	R08646;R08625;R08636;R08642;R08621;R04426;R10052;R08629
K19054	rxn00056	frataxin [EC:1.16.3.1]	R00078
K21362	rxn06702;rxn39464	galactolipid galactosyltransferase [EC:2.4.1.184]	R04472
K20039	rxn02118;rxn02415	phenacrylate decarboxylase [EC:4.1.1.102]	R03367;R02952
K11943	rxn06984	PAH dioxygenase large subunit [EC:1.13.11.-]	R05843
K11945	rxn03922	extradiol dioxygenase [EC:1.13.11.-]	R05650
K11944	rxn06984	PAH dioxygenase small subunit [EC:1.13.11.-]	R05843
K10619	rxn03561	p-cumate 2,3-dioxygenase subunit alpha [EC:1.14.12.25]	R05247
K11947	rxn03921	aldehyde dehydrogenase [EC:1.2.1.-]	R05649
K10616	rxn03578	p-cymene methyl-monooxygenase [EC:1.14.15.25]	R05266
K11946	rxn03920	hydratase-aldolase [EC:4.1.2.-]	R05648
K10617	rxn03547	p-cumic alcohol dehydrogenase	R05232
K11949	rxn07527	4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase [EC:4.1.2.34]	R07713
K10618	rxn03550	p-cumic aldehyde dehydrogenase	R05235
K11948	rxn07472	1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38]	R07657
K10680	rxn07832;rxn07804;rxn07807	N-ethylmaleimide reductase [EC:1.-.-.-]	R08014;R08017;R08042
K07031	rxn16612	D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]	R09770
K23992	rxn16512;rxn16513	1L-myo-inositol 1-phosphate cytidylyltransferase / CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.7.74 2.7.8.34]	R09669;R09670
K19021	rxn00140;rxn00920	cGMP-inhibited 3',5'-cyclic phosphodiesterase A [EC:3.1.4.17]	R01234;R00191
K08357	rxn40039	tetrathionate reductase subunit A	R10150
K23998	rxn00209;rxn01252;rxn01251;rxn00208	pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase [EC:1.4.3.5 5.1.99.6]	R00277;R00278;R01710;R01711
K07024	rxn00578	sucrose-6-phosphatase [EC:3.1.3.24]	R06211;R00805
K08358	rxn40039	tetrathionate reductase subunit B	R10150
K23999	rxn00462	phosphoenolpyruvate phosphomutase / cytidylyltransferase [EC:5.4.2.9 2.7.7.-]	R00661;R12498
K07026	rxn04037	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	R05790
K07029	rxn39331;rxn06139	diacylglycerol kinase (ATP) [EC:2.7.1.107]	R02240
K23995	rxn14207;rxn39283	lanthanide-dependent methanol dehydrogenase [EC:1.1.2.10]	R01146
K08359	rxn40039	tetrathionate reductase subunit C	R10150
K09680	rxn12510;rxn03047;rxn02128	type II pantothenate kinase [EC:2.7.1.33]	R02971;R03018;R04391
K08353	rxn40038	thiosulfate reductase electron transport protein	R10149
K08354	rxn40038	thiosulfate reductase cytochrome b subunit	R10149
K08351	rxn08179	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	R10127
K08352	rxn40038	thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]	R10149
K21346	rxn14382	methionine transaminase [EC:2.6.1.88]	R08618
K22677	rxn06905	2,6-dioxo-6-phenylhexa-3-enoate/TCOA hydrolase [EC:3.7.1.-]	R05363
K21345	rxn03916	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [EC:2.7.7.70]	R05644
K21344	rxn03918	D-glycero-beta-D-manno-heptose-7-phosphate kinase [EC:2.7.1.167]	R05646
K22678	rxn03116	DDT-dehydrochlorinase [EC:4.5.1.1]	R04522
K11992	rxn14344;rxn05049	acyl-CoA thioesterase 8 [EC:3.1.2.27]	R03974;R07296
K11991	rxn40086	tRNA(adenine34) deaminase [EC:3.5.4.33]	R10223
K07053	rxn00137	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]	R00188;R11188
K11996	rxn07291;rxn07293	adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]	R07459;R07461
K22640	rxn25038	trimethyltridecatetraene synthase [EC:1.14.14.58]	R10562
K07046	rxn40431	L-fuconolactonase [EC:3.1.1.-]	R10689
K21311	rxn12084	norbelladine O-methyltransferase [EC:2.1.1.336]	R08437
K19003	rxn06219;rxn39354	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]	R02689
K10678	rxn07832;rxn07804;rxn07807	nitroreductase [EC:1.-.-.-]	R08014;R08017;R08042
K19004	rxn06219;rxn06671;rxn39354	processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.315 2.4.1.-]	R04377;R02689
K10679	rxn07832;rxn07804;rxn07807	nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	R08014;R08017;R08042
K19005	rxn06850	lipoteichoic acid synthase [EC:2.7.8.20]	R05081;R10849
K19006	rxn39389;rxn06362;rxn06378;rxn39400	phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]	R10952;R03332;R03435
K19007	rxn06140	lysophosphatidiate acyltransferase [EC:2.3.1.51]	R02241
K10674	rxn07840	ectoine hydroxylase [EC:1.14.11.55]	R08050
K10675	rxn06063;rxn05941;rxn01322;rxn31266;rxn40228;rxn01023;rxn12154;rxn19733;rxn01024;rxn07593;rxn20173;rxn39926;rxn24346;rxn19732;rxn20174;rxn31265	cyanide hydratase [EC:4.2.1.66]	R01408
K10676	rxn03741;rxn02807	2,4-dichlorophenol 6-monooxygenase [EC:1.14.13.20]	R05441;R03997
K19010	rxn16745	parkeol synthase [EC:5.4.99.47]	R09907
K19011	rxn16746	achilleol B synthase [EC:5.4.99.48]	R09908
K09699	rxn39350;rxn01925;rxn06335;rxn39442;rxn39383;rxn06586	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	R03174;R10998;R04097;R02662
K23987	rxn02003;rxn02000	dTDP-4-dehydrorhamnose 3,5-epimerase/reductase [EC:5.1.3.13 1.1.1.133]	R02777;R06514
K09698	rxn06436;rxn06937	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	R03651;R05578
K21328	rxn01999	dTDP-4-amino-4,6-dideoxy-D-glucose/dTDP-4-amino-2,4-dideoxy-beta-L-xylose transaminase [EC:2.6.1.33 2.6.1.-]	R02773;R11475
K22622	rxn40040	S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	R10151
K08312	rxn00775	ADP-ribose diphosphatase [EC:3.6.1.-]	R01054
K08318	rxn40453;rxn01201	4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]	R10719;R01644
K08316	rxn07214	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	R07234
K22639	rxn25038	trimethyltridecatetraene/dimethylnonatriene synthase [EC:1.14.14.58 1.14.14.59]	R10562
K08310	rxn03173	dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]	R04638
K11987	rxn01163;rxn14018	prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]	R01590;R00073
K08302	rxn00787	tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]	R01069
K21301	rxn16054;rxn03758	5a,11a-dehydrotetracycline reductase [EC:1.3.98.4]	R09192;R05459
K22636	rxn40461	ferruginol synthase / ferruginol monooxygenase [EC:1.14.13.190 1.14.14.60]	R11951;R10727
K10622	rxn01994;rxn03678	HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]	R05377;R02763
K10623	rxn03665	HOMODA hydrolase [EC:3.7.1.-]	R05364
K10620	rxn03555	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58]	R05240
K10621	rxn03562;rxn01096	2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]	R01507;R05248
K09666	rxn39837	beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.-]	R07619
K22600	rxn00307	guanylate cyclase 2G [EC:4.6.1.2]	R00434
K09667	rxn16520;rxn39945	protein O-GlcNAc transferase [EC:2.4.1.255]	R09304;R09676
K09664	rxn39834;rxn39835	beta-1,3-N-acetylglucosaminyltransferase 7 [EC:2.4.1.-]	R07616;R07615
K07009	rxn03407	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	R05030
K22601	rxn02104	oxamate carbamoyltransferase [EC:2.1.3.5]	R02937
K09662	rxn39525;rxn39528	N-acetylglucosaminyltransferase 3, mucin type [EC:2.4.1.-]	R05912;R05915
K09663	rxn39525	beta-1,6-N-acetylglucosaminyltransferase 4 [EC:2.4.1.-]	R05912
K09661	rxn39842;rxn39841;rxn39581;rxn39843;rxn39839;rxn39840	mannosyl alpha-1,6-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [EC:2.4.1.-]	R05991;R07624;R07623;R07622;R07621;R07625
K08324	rxn00508;rxn00509	succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]	R00714;R00713
K09655	rxn39830	beta-1,4-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.-]	R07609
K08325	rxn01832	NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]	R02528
K09656	rxn39832;rxn39831	beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]	R07611;R07610
K09653	rxn39521	C1GALT1-specific chaperone 1	R05908
K08323	rxn03885	mannonate dehydratase [EC:4.2.1.8]	R05606
K09654	rxn39833;rxn40369	beta-1,3-N-acetylgalactosaminyltransferase 2 [EC:2.4.1.313]	R10620;R07614;R12292
K09659	rxn05918	dolichol-phosphate mannosyltransferase subunit 3	R01009
K09657	rxn39832;rxn39831	beta-1,4-N-acetylgalactosaminyltransferase 4 [EC:2.4.1.244]	R07611;R07610
K09658	rxn05918;rxn31479	dolichol phosphate-mannose biosynthesis regulatory protein	R05916;R01009
K20199	rxn00958	4-hydroxybenzaldehyde dehydrogenase (NADP+) [EC:1.2.1.96]	R01294;R11195
K19183	rxn40052	festuclavine dehydrogenase [EC:1.5.1.44]	R10163
K19184	rxn40077	fumigaclavine B O-acetyltransferase [EC:2.3.1.205]	R10200
K19185	rxn39814;rxn07345	6-hydroxypseudooxynicotine dehydrogenase subunit alpha [EC:1.5.99.14]	R07514
K19186	rxn39814;rxn07345	6-hydroxypseudooxynicotine dehydrogenase subunit beta [EC:1.5.99.14]	R07514
K19187	rxn39814;rxn07345	6-hydroxypseudooxynicotine dehydrogenase subunit gamma [EC:1.5.99.14]	R07514
K19188	rxn07346	2,6-dihydroxypseudooxynicotine hydrolase [EC:3.7.1.19]	R07515
K19189	rxn02881	2,6-dihydroxypyridine 3-monooxygenase [EC:1.14.13.10]	R04130
K19180	rxn40067	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339]	R10190
K19190	rxn40026;rxn40025	nicotine blue oxidoreductase [EC:1.1.1.328]	R10131;R10132
K19191	rxn23355	4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]	R10102
K20143	rxn40050	acrylyl-CoA reductase (NADH) [EC:1.3.1.95]	R10161
K20146	rxn03974	nitrilotriacetate monooxygenase reductase component [EC:1.5.1.42]	R05705
K19177	rxn15542	dehydrodolichyl diphosphate syntase complex subunit NUS1 [EC:2.5.1.87]	R05556
K20152	rxn40221	2'-dehydrokanamycin reductase [EC:1.1.1.355]	R10417
K20158	rxn23373	pseudooxynicotine oxidase [EC:1.4.3.24]	R10103
K20155	rxn40005	4-methylaminobutanoate oxidase (methylamine-forming) [EC:1.5.3.21]	R10101
K20156	rxn16403	2-amino-4-deoxychorismate dehydrogenase [EC:1.3.99.24]	R09559
K20159	rxn13801	2-amino-4-deoxychorismate synthase [EC:2.6.1.86]	R08956
K22706	rxn40386	(R)-mandelonitrile beta-glucosyltransferase [EC:2.4.1.354]	R10638
K22709	rxn39638	poly(ribitol-phosphate) beta-glucosyltransferase [EC:2.4.1.53]	R06181
K10721	rxn11520;rxn11524	ecdysteroid 22-hydroxylase	R08134;R08138
K10722	rxn11521;rxn11525	ecdysteroid 2-hydroxylase	R08135;R08139
K10723	rxn06161	ecdysone 20-monooxygenase [EC:1.14.99.22]	R02374
K10724	rxn01707	ecdysone oxidase [EC:1.1.3.16]	R02373
K10720	rxn11522;rxn11519	ecdysteroid 25-hydroxylase	R08136;R08133
K09722	rxn16218	4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36]	R09379
K22717	rxn03662;rxn03661	2-hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate hydrolase [EC:3.7.1.-]	R05360;R05361
K22716	rxn03734;rxn03739	dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]	R05434;R05439
K22715	rxn03734;rxn03739	dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]	R05434;R05439
K22710	rxn39639	poly(ribitol-phosphate) alpha-N-acetylglucosaminyltransferase [EC:2.4.1.70]	R06182
K10700	rxn06960	ethylbenzene hydroxylase subunit alpha [EC:1.17.99.2]	R05745
K10701	rxn39499;rxn03753	acetophenone carboxylase [EC:6.4.1.8]	R05453
K10702	rxn03486	2-hydroxy-6-oxohepta-2,4-dienoate hydrolase [EC:3.7.1.25]	R05138
K10708	rxn11511;rxn15722;rxn15724;rxn15723;rxn15721	fructoselysine 6-phosphate deglycase [EC:3.5.-.-]	R08125
K10703	rxn07574	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC:4.2.1.134]	R07760;R10827
K10705	rxn00781	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic [EC:1.2.1.12]	R01061
K10710	rxn11510	fructoselysine 6-kinase [EC:2.7.1.218]	R08124
K10712	rxn01785	cysteamine dioxygenase [EC:1.13.11.19]	R02467
K10713	rxn07847	5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]	R08058
K10718	rxn11533;rxn11537	juvenile hormone-III synthase [EC:2.1.1.325]	R08147;R08151
K10719	rxn11539;rxn11538	juvenile hormone epoxide hydrolase	R08153;R08152
K09739	rxn02504	dihydroneopterin aldolase [EC:4.1.2.25]	R03504
K10714	rxn07848	methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-]	R08059
K10717	rxn15713;rxn15712;rxn15714	cytokinin trans-hydroxylase	R08055;R08054;R08053
K09709	rxn16142	3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	R09282
K07151	rxn31489;rxn06620	dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]	R04216;R05976
K21456	rxn00351	glutathione synthase [EC:6.3.2.3]	R10994;R00497
K07145	rxn40290;rxn40261	heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]	R10468;R10510
K07142	rxn02503	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	R03503
K22794	rxn11514;rxn04619;rxn04627	flavonol-3-O-glucoside/galactoside glucosyltransferase [EC:2.4.1.239 2.4.1.-]	R08128;R06812;R06804
K10780	rxn05353;rxn05995;rxn05351;rxn05352;rxn05357;rxn05355;rxn05356;rxn05354	enoyl-[acyl-carrier protein] reductase III [EC:1.3.1.104]	R04430;R04962;R04970;R01404;R04959;R04725;R04956;R04967
K07173	rxn14169	S-ribosylhomocysteine lyase [EC:4.4.1.21]	R01291
K10781	rxn06033;rxn08434;rxn08438;rxn06556;rxn08433	fatty acyl-ACP thioesterase B [EC:3.1.2.14 3.1.2.21]	R08159;R12329;R08158;R01706;R08157;R04014
K20108	rxn15448;rxn06592	maltose PTS system EIICB or EIICBA component [EC:2.7.1.208]	R04111
K10782	rxn06251;rxn11700;rxn11699;rxn09456	fatty acyl-ACP thioesterase A [EC:3.1.2.14]	R12329;R08162;R02814;R08163
K07160	rxn00186	5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]	R00251
K10793	rxn02029;rxn15368	D-proline reductase (dithiol) PrdA [EC:1.21.4.1]	R02825
K10794	rxn02029;rxn15368	D-proline reductase (dithiol) PrdB [EC:1.21.4.1]	R02825
K10797	rxn01610	2-enoate reductase [EC:1.3.1.31]	R02252
K22772	rxn03351	flavonol-3-O-glucoside L-rhamnosyltransferase [EC:2.4.1.159]	R12046;R04900
K22771	rxn16645	flavonol-3-O-L-rhamnoside-7-O-glucosyltransferase [EC:2.4.1.-]	R12047;R09804
K20118	rxn15363;rxn06231;rxn39360	glucose PTS system EIICBA or EIICB component [EC:2.7.1.199]	R02738
K21419	rxn39429;rxn11996	arginyl-tRNA---protein transferase [EC:2.3.2.8]	R03862
K21418	rxn05808	heme oxygenase 2 [EC:1.14.14.18]	R00311
K10760	rxn02836;rxn07841;rxn07842	adenylate dimethylallyltransferase (cytokinin synthase) [EC:2.5.1.27 2.5.1.112]	R04038;R08052;R08051
K22748	rxn06804;rxn06515;rxn06805	[histone H3]-lysine4 N-trimethyltransferase ATXR3 [EC:2.1.1.354]	R03875;R04866;R04867
K10764	rxn05957	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	R01288
K07102	rxn40228;rxn13990;rxn15882;rxn39926	N-acetylmuramate 1-kinase [EC:2.7.1.221]	R11024;R08968
K07104	rxn03706;rxn02861;rxn07602;rxn03704;rxn03607;rxn00587	catechol 2,3-dioxygenase [EC:1.13.11.2]	R04089;R07795;R00816;R05406;R05404;R05295
K07106	rxn15745;rxn08044	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	R08555
K10776	rxn15042	DNA ligase 3 [EC:6.5.1.1]	R00381
K10777	rxn15042	DNA ligase 4 [EC:6.5.1.1]	R00381
K19104	rxn06304	isonocardicin synthase [EC:2.5.1.38]	R10881;R03072
K19105	rxn02206	nocardicin-A epimerase [EC:5.1.1.14]	R10883;R03073
K19107	rxn03030	putative acetyltransferase [EC:2.3.1.-]	R04364
K10774	rxn00530	tyrosine ammonia-lyase [EC:4.3.1.23]	R00737
K10775	rxn00495	phenylalanine ammonia-lyase [EC:4.3.1.24]	R00697
K09754	rxn07118;rxn03016	5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96]	R04342;R06582
K09755	rxn04426;rxn04427;rxn02554	ferulate-5-hydroxylase [EC:1.14.-.-]	R06573;R06572;R07440
K09753	rxn01425;rxn01589;rxn01570;rxn01815;rxn04423;rxn01181	cinnamoyl-CoA reductase [EC:1.2.1.44]	R02220;R01941;R06569;R02193;R02506;R01615
K09758	rxn00624;rxn00279	aspartate 4-decarboxylase [EC:4.1.1.12]	R00397;R00863
K09759	rxn06936;rxn06433	nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]	R05577;R03647
K09756	rxn15390;rxn02207;rxn15389	serine carboxypeptidase-like 19 [EC:3.4.16.- 2.3.1.91]	R03075
K21425	rxn02420	rosmarinate synthase [EC:2.3.1.140]	R03374
K09757	rxn15399;rxn15400;rxn02382	serine carboxypeptidase-like 8 [EC:3.4.16.- 2.3.1.92]	R03323
K07130	rxn01437;rxn00729;rxn03362	arylformamidase [EC:3.5.1.9]	R01959;R04911;R00988
K10747	rxn15042;rxn15043	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	R10822;R00381;R00382;R10823
K07127	rxn04453	5-hydroxyisourate hydrolase [EC:3.5.2.17]	R06601
K09789	rxn16573	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	R09725
K10757	rxn38541;rxn04463;rxn01557	flavonol 3-O-glucosyltransferase [EC:2.4.1.91]	R06611;R02158
K19281	rxn00682	beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24]	R00934
K19282	rxn00331;rxn40362	bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]	R10612;R00473
K19285	rxn03975	FMN reductase (NADPH) [EC:1.5.1.38]	R05706
K19286	rxn03975;rxn03974	FMN reductase [NAD(P)H] [EC:1.5.1.39]	R05706;R05705
K21593	rxn04778;rxn04777	melamine deaminase [EC:3.5.4.45]	R06968;R06969
K20278	rxn16668;rxn06682	inositol polyphosphate 5-phosphatase INPP5E [EC:3.1.3.36]	R04404;R09827
K20279	rxn16668;rxn06682	synaptojanin [EC:3.1.3.36]	R04404;R09827
K19290	rxn06318	mannuronan synthase [EC:2.4.1.33]	R08692
K19291	rxn06318	mannuronan synthase [EC:2.4.1.33]	R08692
K09905	rxn39844;rxn39836	beta-1,4-galactosyltransferase 5 [EC:2.4.1.-]	R07617;R07628
K09903	rxn00119	uridylate kinase [EC:2.7.4.22]	R00158
K09842	rxn04766	abscisic-aldehyde oxidase [EC:1.2.3.14]	R06957
K09843	rxn04981	(+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	R07202
K09840	rxn16526;rxn04761;rxn04762	9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	R06953;R06952;R09682
K09841	rxn04763	xanthoxin dehydrogenase [EC:1.1.1.288]	R06954
K09846	rxn07366;rxn07352;rxn39819;rxn07364;rxn07358;rxn07360;rxn07355	demethylspheroidene O-methyltransferase [EC:2.1.1.210]	R07521;R07524;R07535;R07533;R07529;R07527
K09847	rxn07357;rxn07369;rxn07368;rxn39815;rxn39816;rxn07356;rxn39820	spheroidene monooxygenase [EC:1.14.15.9]	R07525;R07538;R07526;R07537
K09844	rxn08127;rxn07359;rxn08126;rxn40273;rxn07363;rxn07367;rxn07353;rxn37425;rxn07370;rxn08128;rxn20171;rxn22749;rxn16632;rxn07350;rxn07347;rxn07374;rxn22017	carotenoid 1,2-hydratase [EC:4.2.1.131]	R07532;R07543;R07536;R07522;R07528;R07539;R07516;R07519;R09790
K09845	rxn15686;rxn15684;rxn15685;rxn07348	1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]	R07520;R07523;R07534;R07517
K10852	rxn07098	isopenicillin-N N-acyltransferase [EC:2.3.1.164]	R06361
K09839	rxn23449;rxn04962;rxn04963	violaxanthin de-epoxidase [EC:1.23.5.1]	R07179;R07178;R10055
K09837	rxn15705;rxn39818;rxn07362	carotenoid epsilon hydroxylase [EC:1.14.14.158]	R07531;R07850
K09838	rxn04755;rxn04756;rxn37187	zeaxanthin epoxidase [EC:1.14.15.21]	R06946;R10070;R06947
K09831	rxn07337;rxn15680	sterol 22-desaturase [EC:1.14.19.41]	R07506
K22831	rxn06140	1-acylglycerol-3-phosphate O-acyltransferase [EC:2.3.1.51]	R02241
